Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Latitude,Longitude,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8525416666,HHC3983,NY,PAS,01/01/2018,71,4DSD,HONDA,T,70720,27300,29220,20180713,46.0,46,46,365855,T201,D,0345P,,BX,F,2486,Valentine Ave,,40.8618043,-73.89591759999999,0,408,j6,,YYYYYYY,,,GL,,2003,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416654,HUV6360,NY,PAS,01/01/2018,71,4DSD,DODGE,T,29220,68420,30920,20191123,46.0,46,46,365855,T201,D,0201P,,BX,F,306,E Fordham Rd,,40.861852,-73.8944064,0,408,j6,,YYYYYYY,,,BK,,2014,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416642,HKE6991,NY,PAS,01/01/2018,71,SUBN,ME/BE,T,49420,27300,29220,20181002,46.0,46,46,365855,T201,D,0155P,,BX,F,2512,Marion Ave,,40.8612121,-73.8927166,0,408,j6,,YYYYYYY,,,BK,,2012,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416630,GLR9430,NY,PAS,01/01/2018,70,SUBN,TOYOT,T,27120,7520,41320,20171225,48.0,48,48,365855,T201,D,1220P,,BX,O,635,E 182nd St,,40.851714,-73.8889219,0,408,j3,,YYYYYYY,,,GY,,2009,,0,57,70A-Reg. Sticker Expired (NYS),,,
8525416629,HMU4694,NY,PAS,01/01/2018,71,4DSD,NISSA,T,41320,54720,27120,20181207,48.0,48,48,365855,T201,D,1217P,,BX,O,2176,Hughes Ave,,40.850897,-73.8889921,0,408,j6,,YYYYYYY,,,WH,,2014,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416617,HSF1833,NY,PAS,01/01/2018,71,SUBN,HYUND,T,41320,54720,27120,20180427,48.0,48,48,365855,T201,D,1215P,,BX,O,2176,Hughes Ave,,40.850897,-73.8889921,0,408,j6,,YYYYYYY,,,BK,,2015,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416599,HBN5593,NY,PAS,01/01/2018,70,VAN,CHEVR,T,0,0,0,20171220,48.0,48,48,365855,T201,D,1209P,,BX,I,N,E 181st St,45ft E/of Hughes Ave,47.759559,-122.2558181,0,408,j3,,YYYYYYY,,,GY,,2006,,0,57,70A-Reg. Sticker Expired (NYS),,,
8525416587,GZH2512,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,27090,12520,22320,20190618,48.0,48,48,365855,T201,D,1204P,,BX,O,681,E 181st St,,40.8493298,-73.8885365,0,408,j6,,YYYYYYY,,,BK,,1994,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416551,HMM4911,NY,PAS,01/01/2018,71,SUBN,NISSA,T,27090,59520,49120,20181214,48.0,48,48,365855,T201,D,1154A,,BX,F,763,E 181st St,,40.84781,-73.885542,0,408,j6,,YYYYYYY,,,BK,,2017,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416540,HPC9070,NY,PAS,01/01/2018,40,4DSD,NISSA,T,0,0,0,20190909,48.0,48,48,365855,T201,D,1147A,,BX,I,S,E 181st St,30ft E/of Mapes Ave,47.4406894,-122.1622062,0,408,e2,,YYYYYYY,,,GY,,2016,,0,57,40-Fire Hydrant,,,
8525416538,GRB4072,NY,PAS,01/01/2018,70,4DSD,NISSA,T,27030,49120,49520,88880088,48.0,48,48,365855,T201,D,1136A,,BX,F,818,E 179th St,,40.8447053,-73.8862128,0,408,j3,,YYYYYYY,,,BLACK,,0,,0,57,70-Reg. Sticker Missing (NYS),,,
8525416514,HKZ1931,NY,PAS,01/01/2018,71,SUBN,FORD,T,0,0,0,20181130,48.0,48,48,365855,T201,D,1122A,,BX,I,E,Belmont Ave,10ft S/of E 179th St,36.7508419,-119.6877374,0,408,j6,,YYYYYYY,,,BK,,2007,,0,57,71A-Insp Sticker Expired (NYS),,,
8525416502,HSF6552,NY,PAS,01/01/2018,70,4DSD,HONDA,T,41320,27000,27030,20171221,48.0,48,48,365855,T201,D,1116A,,BX,F,1981,Hughes Ave,,40.8468301,-73.8918552,0,408,j3,,YYYYYYY,,,BL,,0,,0,57,70A-Reg. Sticker Expired (NYS),,,
8499270062,GDV3871,NY,PAS,01/01/2018,14,SUBN,TOYOT,T,25390,17950,17970,20181212,18.0,18,18,361298,MTTF,B,0416P,,NY,F,424,Madison Ave,,40.75720099999999,-73.9763454,0,408,c,,YYYYYYY,,,BL,,2008,,0,01,14-No Standing,,,
8499270050,JHV1205,TX,PAS,01/01/2018,20,SUBN,NISSA,T,34650,10810,10910,88880088,18.0,18,18,361298,MTTF,B,0251P,,NY,F,308,W 44th St,,39.8359765,-86.1644261,0,408,d,,YYYYYYY,,,GREY,,0,,0,01,20A-No Parking (Non-COM),,,
8498985924,JVN4952,TX,PAS,01/01/2018,20,SUBN,DODGE,T,34610,10810,10910,88880088,14.0,14,14,361372,MTTF,H,0145P,,NY,F,351,W 42nd St,,40.7583264,-73.9917492,0,408,d,,YYYYYYY,,,GREY,,0,,0,16,20A-No Parking (Non-COM),,,
8498985882,J59HUZ,NJ,PAS,01/01/2018,40,4DSD,NISSA,T,10910,34510,34530,88880088,10.0,10,10,361372,MTTF,H,1218P,,NY,F,488,9th Ave,,40.7554046,-73.9945497,0,408,e2,,YYYYYYY,,,OTHER,,0,,3,16,40-Fire Hydrant,,,
8498985870,JXE9054,PA,PAS,01/01/2018,19,SUBN,HONDA,T,10910,34430,34450,88880088,10.0,10,10,361372,MTTF,H,1156A,,NY,F,423,9th Ave,,40.7533148,-73.99682229999999,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,16,19-No Stand (bus stop),,,
8498985869,HXM5742,NY,PAS,01/01/2018,20,4DSD,HONDA,T,34610,16920,11010,20180205,10.0,10,10,361372,MTTF,H,1132A,,NY,F,480,W 42nd St,,40.7592276,-73.9952319,0,408,d,,YYYYYYY,,,GREY,,2011,,0,16,20A-No Parking (Non-COM),,,
8498180697,M48DXE,NJ,PAS,01/01/2018,14,SUBN,MERCU,T,25390,17950,17970,88880088,18.0,18,18,356309,MTTF,C,0417P,,NY,F,422,Madison Ave,,40.7570823,-73.97646019999999,0,408,c,,YYYYYYY,,,TAN,,0,,0,25,14-No Standing,,,
8498180661,GFT6273,NY,PAS,01/01/2018,71,4DSD,NISSA,T,34630,10910,11010,20190426,14.0,14,14,356309,MTTF,C,0241P,,NY,F,441,W 43rd St,,40.7599136,-73.9936201,0,408,j6,,YYYYYYY,,,WH,,2017,,0,25,71A-Insp Sticker Expired (NYS),,,
8498180636,HDV2428,NY,PAS,01/01/2018,14,VAN,CHEVR,T,34350,10610,10810,20200104,14.0,14,14,356309,MTTF,C,1232P,,NY,F,208,W 29th St,,40.7478412,-73.9936086,0,408,c,,YYYYYYY,,,RD,,2005,,0,25,14-No Standing,,,
8498180624,GXN5929,NY,PAS,01/01/2018,14,SUBN,ME/BE,T,34350,10610,10810,20190429,14.0,14,14,356309,MTTF,C,1230P,,NY,F,208,W 29th St,,40.7478412,-73.9936086,0,408,c,,YYYYYYY,,,BL,,2015,,0,25,14-No Standing,,,
8495987879,HBT6113,NY,PAS,01/01/2018,71,SUBN,SUBAR,T,34070,0,0,20191110,10.0,10,10,365357,T102,L,0433P,,NY,I,S,W 15th St,35ft W/of 8th Ave,35.448018,-97.598596,0,408,j6,,YYYYYYY,,,BK,,2016,,0,99,71A-Insp Sticker Expired (NYS),,,
8495987867,HNB8844,NY,PAS,01/01/2018,71,SUBN,HONDA,T,34070,10810,10910,20181225,10.0,10,10,365357,T102,L,0427P,,NY,O,322,W 15th St,,40.7407509,-74.0030889,0,408,j6,,YYYYYYY,,,GY,,2016,,0,99,71A-Insp Sticker Expired (NYS),,,
8495987820,HMC9663,NY,PAS,01/01/2018,71,SUBN,VOLKS,T,33390,0,0,20181206,10.0,10,10,365357,T102,L,0157P,,NY,I,E,Washington St,10ft S/of W 14th St,39.7715803,-86.0551279,0,408,j6,,YYYYYYY,,,WH,,2017,,0,99,71A-Insp Sticker Expired (NYS),,,
8495987806,HTT6501,NY,PAS,01/01/2018,20,SUBN,LEXUS,T,34050,10610,10810,20190618,13.0,13,13,365357,T102,L,0132P,,NY,F,200,W 14th St,,40.738552,-74.0001048,0,408,d,,YYYYYYY,,,BK,,2013,,0,99,20A-No Parking (Non-COM),,,
8495987790,GWK8535,NY,PAS,01/01/2018,71,4DSD,CHEVR,T,17270,10210,10110,20170326,13.0,13,13,365357,T102,L,1205P,,NY,F,224,E 14th St,,40.73264570000001,-73.9862972,0,408,j6,,YYYYYYY,,,GY,,2006,,0,99,71A-Insp Sticker Expired (NYS),,,
8495987788,GWK8535,NY,PAS,01/01/2018,70,4DSD,CHEVR,T,17270,10210,10110,20170326,13.0,13,13,365357,T102,L,1203P,,NY,F,224,E 14th St,,40.73264570000001,-73.9862972,0,408,j3,,YYYYYYY,,,GY,,2006,,0,99,70A-Reg. Sticker Expired (NYS),,,
5100206032,HKL1049,NY,PAS,01/01/2018,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0420P,,BK,,,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6695162,-73.9552655,0,1111,D,T,,,,WH,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103073,KLX6647,PA,PAS,01/01/2018,7,SW,ME/BE,V,0,0,0,0,,0,0,0,,,1159P,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,40.8628267,-73.9075921,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103061,KFJ9780,PA,PAS,01/01/2018,7,SW,BMW,V,0,0,0,0,,0,0,0,,,1156P,,BK,,,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6695162,-73.9552655,0,1111,D,T,,,,,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103050,HML4615,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1155P,,BK,,,OCEAN PKWY (S/B) @ A,VE W,40.61287799999999,-73.96838620000001,0,1111,D,T,,,,GY,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103036,HTU9815,NY,PAS,01/01/2018,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1149P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,38.897187,-77.162273,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103024,HLA4696,NY,PAS,01/01/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1147P,,BK,,,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6977943,-73.98993519999999,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100103012,HRF5485,NY,PAS,01/01/2018,7,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,1146P,,QN,,,ROCKAWAY BLVD (W/B),@ GUY R BREWER BLVD,40.6742928,-73.8011786,0,1111,D,T,,,,BK,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102986,HEP1344,NY,PAS,01/01/2018,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1142P,,BX,,,3RD AVE (S/B) @ E 13,5TH ST,39.7263634,-121.8404671,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102962,GZJ6486,NY,PAS,01/01/2018,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1138P,,BK,,,FLATBUSH AVE (N/B) @,BERGEN ST,40.6417053,-73.9564329,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102925,HJH2279,NY,PAS,01/01/2018,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1130P,,ST,,,RICHMOND RD (E/B) @,NEW DORP LANE,40.3756912,-120.6224424,0,1111,D,T,,,,RD,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102913,HPC2690,NY,PAS,01/01/2018,7,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1128P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,40.7546377,-73.9747113,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102895,GWG8841,NY,PAS,01/01/2018,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1122P,,BX,,,E 135TH ST (W/B) @ A,LEXANDER AVE,40.806643,-73.92300279999999,0,1111,D,T,,,,TN,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102883,HAC2400,NY,PAS,01/01/2018,7,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,1122P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,44.9950345,-93.3753048,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102834,HPB5912,NY,PAS,01/01/2018,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1117P,,BX,,,BRONX RIVER PKWY OFF,RAMP (S/B) @ E/B BR,40.94766449999999,-73.8345485,0,1111,D,T,,,,WH,,1997,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102809,GSU2915,NY,PAS,01/01/2018,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1115P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,38.897187,-77.162273,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102792,HNY2196,NY,PAS,01/01/2018,7,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,1111P,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,40.8628267,-73.9075921,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102780,GSU1053,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1109P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,44.9950345,-93.3753048,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102779,GYB7033,NY,PAS,01/01/2018,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1101P,,BX,,,ALLERTON AVE (W/B) @,BARNES AVE,40.8654236,-73.8519532,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102720,KCN8346,PA,PAS,01/01/2018,7,SW,LEXUS,V,0,0,0,0,,0,0,0,,,1045P,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,40.8628267,-73.9075921,0,1111,D,T,,,,,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102718,HTV2197,NY,PAS,01/01/2018,7,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,1044P,,QN,,,SO CONDUIT AVE (E/B),@ 89TH ST,40.66564169999999,-73.793944,0,1111,D,T,,,,GR,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102676,L47FNF,NJ,PAS,01/01/2018,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,1036P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,38.897187,-77.162273,0,1111,D,T,,,,SL,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102664,HRK8709,NY,OMS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1036P,,BK,,,EB ATLANTIC AVE @ RO,CKAWAY AVE,40.6656369,-73.9096988,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102640,K72JBL,NJ,PAS,01/01/2018,7,4 DR,FORD,V,0,15510,0,0,,0,0,0,,,1031P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102627,L6911L,CT,OMR,01/01/2018,7,4D,CADIL,V,0,0,0,0,,0,0,0,,,1029P,,MN,,,12TH AVE (N/B) @ W 5,7TH ST,40.7560399,-74.0028277,0,1111,D,T,,,,BLK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102615,KLF9720,PA,PAS,01/01/2018,7,SDN,MAZDA,V,0,0,0,0,,0,0,0,,,1027P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,40.5885234,-73.8173535,0,1111,D,T,,,,,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102603,HUX9602,NY,PAS,01/01/2018,7,4DSD,TOYOT,V,0,15510,0,0,,0,0,0,,,1027P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102597,HSF4970,NY,PAS,01/01/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1026P,,BX,,,BRONX RIVER PKWY OFF,RAMP (S/B) @ E/B BR,40.94766449999999,-73.8345485,0,1111,D,T,,,,RD,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102561,HRK8945,NY,PAS,01/01/2018,7,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,1021P,,MN,,,12TH AVE (S/B) @ 34T,H ST,38.9002104,-76.99024469999999,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102550,GPX6825,NY,PAS,01/01/2018,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1021P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,40.7720667,-73.92007389999999,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102536,HZH8485,PA,PAS,01/01/2018,7,SW,TOYOT,V,0,15510,0,0,,0,0,0,,,1019P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102500,HUV1235,NY,PAS,01/01/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1015P,,ST,,,FATHER CAPODANNO BLV,D (S/B) @ SAND LN,40.5811551,-74.0757666,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102482,GTR6236,NY,PAS,01/01/2018,7,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1013P,,MN,,,12TH AVE (S/B) @ 34T,H ST,38.9002104,-76.99024469999999,0,1111,D,T,,,,BL,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102445,HPB3853,NY,PAS,01/01/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1006P,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,39.368462,-76.566901,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102433,HWF5765,NY,PAS,01/01/2018,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1000P,,MN,,,2ND AVE (S/B) @ 26TH,ST,47.5775395,-122.2992188,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102421,JYT0789,PA,PAS,01/01/2018,7,SDN,BMW,V,0,0,0,0,,0,0,0,,,1000P,,BK,,,WB ATLANTIC AVE @ RO,CKAWAY AVE,40.6762846,-73.9079141,0,1111,D,T,,,,,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102410,HAM2049,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0957P,,QN,,,SUNRISE HWY (W/B) @,BROOKVILLE BLVD,40.7138939,-73.35459999999999,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102408,GXW1215,NY,PAS,01/01/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0956P,,QN,,,BOOTH MEMORIAL AVE (,W/B) @ KISSENA BLVD,40.7425917,-73.8120297,0,1111,D,T,,,,BK,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102380,HGC3032,NY,OMS,01/01/2018,7,LIM,CADIL,V,0,0,0,0,,0,0,0,,,0947P,,QN,,,CROSSBAY BLVD (S/B),@ PITKIN AVE,40.6357369,-73.83063659999999,0,1111,D,T,,,,BK,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102342,HEG2521,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0936P,,ST,,,RICHMOND AVE (N/B) @,LANDER AVE,29.728148,-95.5563765,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102329,GUJ2553,NY,PAS,01/01/2018,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0935P,,BK,,,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6695162,-73.9552655,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102317,HTM7417,NY,PAS,01/01/2018,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0933P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,40.745377,-73.77248449999999,0,1111,D,T,,,,BK,,1995,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102299,HFV7787,NY,PAS,01/01/2018,7,SUBN,BUICK,V,0,0,0,0,,0,0,0,,,0930P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,40.7720667,-73.92007389999999,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102275,GVM2600,NY,PAS,01/01/2018,7,SUBN,ACURA,V,0,15510,0,0,,0,0,0,,,0925P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102251,HSL9311,NY,PAS,01/01/2018,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0922P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,39.358076,-76.53787299999999,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102240,HDF4024,NY,PAS,01/01/2018,7,4DSD,HONDA,V,0,15510,0,0,,0,0,0,,,0921P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,BL,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102214,HSU1815,NY,PAS,01/01/2018,7,SUBN,VOLKS,V,0,0,0,0,,0,0,0,,,0919P,,MN,,,WEST ST (S/B) @ 14TH,STREET,44.6078857,-79.4190249,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102196,HFY7568,NY,PAS,01/01/2018,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0916P,,BK,,,CLASSON AVE (N/B) @,FLUSHING AVE,40.6844907,-73.9591228,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102172,GTA4084,NY,PAS,01/01/2018,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0916P,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,40.745377,-73.77248449999999,0,1111,D,T,,,,BK,,1995,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102159,HVN2118,NY,PAS,01/01/2018,7,4DSD,SUBAR,V,0,15510,0,0,,0,0,0,,,0915P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,BK,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102123,GVB6983,NY,PAS,01/01/2018,7,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0911P,,BK,,,CONEY ISLAND AVE (S/,B) @ DORCHESTER RD,40.6136033,-73.9631313,0,1111,D,T,,,,WH,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102093,H79ESM,NJ,PAS,01/01/2018,7,WAGO,TOYOT,V,0,0,0,0,,0,0,0,,,0904P,,MN,,,WEST ST (N/B) @ W HO,USTON ST,44.9160768,-93.10160739999999,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102068,KNM1055,PA,PAS,01/01/2018,7,SDN,NISSA,V,0,0,0,0,,0,0,0,,,0855P,,BK,,,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,39.3614154,-74.43051679999999,0,1111,D,T,,,,,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102044,GMA7780,NY,PAS,01/01/2018,7,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0853P,,MN,,,WEST ST (S/B) @ 14TH,STREET,44.6078857,-79.4190249,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100102007,HDC8121,NY,PAS,01/01/2018,7,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0845P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,44.9950345,-93.3753048,0,1111,D,T,,,,BK,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
8576236783,HVT3076,NY,PAS,01/01/2018,71,4DSD,ACURA,T,31190,36750,36770,20191029,30.0,30,30,365895,T103,EE,1136A,,NY,F,783,St Nicholas Ave,,40.826917,-73.943286,0,408,j6,,YYYYYYY,,,BK,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236758,GKL6259,NY,PAS,01/01/2018,71,SUBN,SUBAR,T,14510,35850,35870,20191023,24.0,24,24,365895,T103,EE,1059A,,NY,F,444,Central Park West,,40.7970036,-73.9612159,0,408,j6,,YYYYYYY,,,BL,,2014,,0,C,71A-Insp Sticker Expired (NYS),,,
8576188089,KKV1085,PA,PAS,01/01/2018,20,SUBN,NISSA,T,10210,18710,18730,20180088,19.0,19,19,365874,T103,EE,0222P,,NY,F,1538,3rd Ave,,40.7793569,-73.9539644,0,408,d,,YYYYYYY,,,SILVE,,0,,0,19,20A-No Parking (Non-COM),,,
8576188053,HCP7982,NY,PAS,01/01/2018,71,4DSD,ME/BE,T,18250,10210,10110,20191112,19.0,19,19,365874,T103,EE,1254P,,NY,F,245,E 63rd St,,40.763558,-73.9630937,0,408,j6,,YYYYYYY,,,BK,,2016,,0,19,71A-Insp Sticker Expired (NYS),,,
8576188028,GKJ8514,NY,PAS,01/01/2018,71,SUBN,AUDI,T,18710,45590,22640,20180206,19.0,19,19,365874,T103,EE,1131A,,NY,F,535,E 86th St,,40.77553899999999,-73.94532199999999,0,408,j6,,YYYYYYY,,,GY,,2017,,0,19,71A-Insp Sticker Expired (NYS),,,
8576188016,GDR7929,NY,PAS,01/01/2018,71,4DSD,NISSA,T,18750,45590,19790,20181210,19.0,19,19,365874,T103,EE,1123A,,NY,F,535,E 88th St,,41.7345098,-87.61063469999999,0,408,j6,,YYYYYYY,,,WH,,2009,,0,19,71A-Insp Sticker Expired (NYS),,,
